0.0,60.0,0.92
0.166666666667,59.6492250142,0.92
0.333333333333,59.2984500284,0.92
0.5,58.9476750425,0.92
0.666666666667,58.5969000567,0.92
0.833333333333,58.2461250709,0.92
1.0,57.8953500851,0.92
1.16666666667,57.5445750993,0.92
1.33333333333,57.1938001134,0.92
1.5,56.8430251276,0.92
1.66666666667,56.4922501418,0.92
1.83333333333,56.141475156,0.92
2.0,55.7907001702,0.92
10.0,55.7907001702,1.0
10.1666666667,56.141475156,1.0
10.3333333333,56.4922501418,1.0
10.5,56.8430251276,1.0
10.6666666667,57.1938001134,1.0
10.8333333333,57.5445750993,1.0
11.0,57.8953500851,1.0
11.1666666667,58.2461250709,1.0
11.3333333333,58.5969000567,1.0
11.5,58.9476750425,1.0
11.6666666667,59.2984500284,1.0
11.8333333333,59.6492250142,1.0
12.0,60.0,1.0
20.0,60.0,4.0
20.1666666667,65.4375412162,4.0
20.3333333333,70.8750824324,4.0
20.5,76.3126236486,4.0
20.6666666667,81.7501648648,4.0
20.8333333333,87.187706081,4.0
21.0,92.6252472972,4.0
21.1666666667,98.0627885134,4.0
21.3333333333,103.50032973,4.0
21.5,108.937870946,4.0
21.6666666667,114.375412162,4.0
21.8333333333,119.812953378,4.0
22.0,125.250494594,4.0
22.1666666667,130.688035811,4.0
45.0,130.688035811,1.0
45.1666666667,124.79736616,1.0
45.3333333333,118.906696509,1.0
45.5,113.016026858,1.0
45.6666666667,107.125357207,1.0
45.8333333333,101.234687556,1.0
46.0,95.3440179053,1.0
46.1666666667,89.4533482544,1.0
46.3333333333,83.5626786035,1.0
46.5,77.6720089527,1.0
46.6666666667,71.7813393018,1.0
46.8333333333,65.8906696509,1.0
47.0,60.0,1.0
50.0,60.0,12.0
50.1666666667,69.8071199955,12.0
50.3333333333,79.614239991,12.0
50.5,89.4213599865,12.0
50.6666666667,99.228479982,12.0
50.8333333333,109.035599978,12.0
51.0,118.842719973,12.0
51.1666666667,128.649839969,12.0
51.3333333333,138.456959964,12.0
51.5,148.26407996,12.0
51.6666666667,158.071199955,12.0
51.8333333333,167.878319951,12.0
52.0,177.685439946,12.0
55.0,177.685439946,1.0
55.1666666667,167.878319951,1.0
55.3333333333,158.071199955,1.0
55.5,148.26407996,1.0
55.6666666667,138.456959964,1.0
55.8333333333,128.649839969,1.0
56.0,118.842719973,1.0
56.1666666667,109.035599978,1.0
56.3333333333,99.228479982,1.0
56.5,89.4213599865,1.0
56.6666666667,79.614239991,1.0
56.8333333333,69.8071199955,1.0
57.0,60.0,1.0
